Codigo Municipio,Nº Establecimientos Agricultura,Nº Establecimientos Industria,Nº Establecimientos Construccion,Nº Establecimientos Servicios
31210,2.0,1.0,1.0,9.0
31211,0.0,0.0,0.0,4.0
31212,0.0,2.0,0.0,5.0
31213,0.0,2.0,0.0,0.0
31214,1.0,0.0,0.0,0.0
31215,13.0,52.0,22.0,121.0
31216,12.0,19.0,18.0,127.0
31217,4.0,7.0,1.0,7.0
31219,0.0,0.0,0.0,2.0
31220,3.0,2.0,5.0,14.0
31221,2.0,6.0,6.0,80.0
31222,0.0,0.0,0.0,0.0
31223,16.0,1.0,1.0,19.0
31224,11.0,5.0,2.0,21.0
31225,2.0,0.0,0.0,1.0
31226,1.0,1.0,5.0,9.0
31227,10.0,54.0,55.0,306.0
31228,0.0,10.0,2.0,20.0
31229,1.0,1.0,0.0,0.0
31230,3.0,0.0,0.0,1.0
31231,1.0,0.0,1.0,12.0
31232,32.0,112.0,135.0,1136.0
31233,3.0,1.0,0.0,3.0
31234,1.0,0.0,0.0,1.0
31235,0.0,2.0,3.0,4.0
31236,15.0,13.0,10.0,36.0
31237,1.0,0.0,0.0,2.0
31238,1.0,0.0,0.0,5.0
31239,0.0,0.0,5.0,35.0
31240,1.0,6.0,2.0,12.0
31241,2.0,0.0,1.0,3.0
31242,2.0,2.0,0.0,5.0
31243,0.0,3.0,0.0,3.0
31244,0.0,0.0,0.0,1.0
31245,0.0,0.0,0.0,1.0
31246,0.0,0.0,1.0,2.0
31247,0.0,1.0,0.0,1.0
31248,0.0,0.0,3.0,23.0
31249,20.0,6.0,7.0,52.0
31250,3.0,31.0,25.0,138.0
31251,17.0,51.0,18.0,116.0
31252,0.0,1.0,0.0,0.0
31253,0.0,0.0,2.0,5.0
31254,18.0,15.0,13.0,59.0
31255,2.0,1.0,0.0,1.0
31256,0.0,0.0,2.0,1.0
31257,2.0,37.0,4.0,28.0
31258,2.0,13.0,23.0,190.0
31259,2.0,3.0,3.0,8.0
31260,7.0,10.0,10.0,21.0
31261,2.0,0.0,2.0,7.0
31262,0.0,0.0,1.0,2.0
31263,0.0,2.0,2.0,4.0
31264,0.0,1.0,1.0,11.0
31265,0.0,1.0,0.0,2.0
31901,2.0,16.0,38.0,306.0
31902,4.0,61.0,51.0,220.0
31903,1.0,18.0,32.0,145.0
31904,0.0,11.0,5.0,62.0
31905,1.0,39.0,26.0,97.0
31906,1.0,101.0,32.0,119.0
31907,0.0,8.0,19.0,236.0
31908,2.0,13.0,14.0,55.0
32001,5.0,33.0,33.0,172.0
32002,5.0,4.0,10.0,43.0
32003,2.0,6.0,4.0,17.0
32004,4.0,1.0,6.0,26.0
32005,9.0,4.0,1.0,12.0
32006,3.0,6.0,6.0,32.0
32007,2.0,2.0,11.0,21.0
32008,3.0,29.0,57.0,213.0
32009,3.0,68.0,74.0,443.0
32010,0.0,5.0,0.0,12.0
32011,2.0,0.0,3.0,14.0
32012,8.0,9.0,10.0,7.0
32013,2.0,4.0,10.0,25.0
32014,0.0,1.0,5.0,13.0
32015,3.0,2.0,5.0,16.0
32016,4.0,3.0,5.0,9.0
32017,2.0,54.0,2.0,28.0
32018,2.0,11.0,5.0,18.0
32019,15.0,60.0,94.0,495.0
32020,1.0,10.0,7.0,28.0
32021,0.0,1.0,2.0,10.0
32022,5.0,10.0,3.0,23.0
32023,4.0,6.0,6.0,33.0
32024,7.0,27.0,27.0,211.0
32025,3.0,3.0,3.0,19.0
32026,5.0,38.0,15.0,84.0
32027,1.0,6.0,15.0,28.0
32028,3.0,1.0,6.0,13.0
32029,2.0,0.0,0.0,8.0
32030,1.0,4.0,13.0,25.0
32031,3.0,5.0,3.0,19.0
32032,31.0,40.0,70.0,329.0
32033,0.0,4.0,5.0,15.0
32034,4.0,4.0,7.0,50.0
32035,1.0,7.0,8.0,24.0
32036,2.0,6.0,12.0,16.0
32037,2.0,2.0,1.0,18.0
32038,0.0,3.0,4.0,9.0
32039,2.0,2.0,5.0,13.0
32040,7.0,16.0,7.0,30.0
32041,7.0,3.0,5.0,12.0
32042,2.0,5.0,8.0,36.0
32043,23.0,8.0,12.0,68.0
32044,1.0,5.0,3.0,16.0
32045,4.0,16.0,18.0,58.0
32046,0.0,10.0,5.0,12.0
32047,3.0,20.0,10.0,34.0
32048,1.0,3.0,7.0,25.0
32049,1.0,1.0,2.0,7.0
32050,6.0,15.0,6.0,11.0
32051,2.0,1.0,9.0,18.0
32052,2.0,3.0,14.0,35.0
32053,1.0,7.0,10.0,12.0
32054,42.0,281.0,512.0,4768.0
32055,4.0,4.0,9.0,13.0
32056,2.0,7.0,9.0,24.0
32057,0.0,1.0,1.0,8.0
32058,8.0,28.0,31.0,139.0
32059,5.0,7.0,3.0,25.0
32060,0.0,6.0,3.0,15.0
32061,2.0,17.0,5.0,22.0
32062,3.0,3.0,3.0,5.0
32063,0.0,9.0,16.0,66.0
32064,1.0,4.0,6.0,12.0
32065,0.0,0.0,1.0,9.0
32066,2.0,3.0,4.0,5.0
32067,5.0,5.0,6.0,15.0
32068,1.0,9.0,7.0,21.0
32069,3.0,40.0,25.0,167.0
32070,0.0,1.0,1.0,6.0
32071,5.0,6.0,8.0,35.0
32072,0.0,21.0,31.0,153.0
32073,0.0,12.0,2.0,17.0
32074,1.0,6.0,4.0,10.0
32075,5.0,147.0,48.0,375.0
32076,6.0,15.0,11.0,45.0
32077,12.0,8.0,0.0,20.0
32078,10.0,0.0,6.0,15.0
32079,2.0,10.0,8.0,29.0
32080,2.0,0.0,2.0,10.0
32081,8.0,19.0,12.0,27.0
32082,4.0,5.0,4.0,19.0
32083,2.0,2.0,5.0,21.0
32084,4.0,3.0,4.0,14.0
32085,6.0,64.0,60.0,462.0
32086,4.0,13.0,14.0,62.0
32087,5.0,18.0,10.0,32.0
32088,5.0,19.0,7.0,30.0
32089,6.0,7.0,4.0,14.0
32090,2.0,11.0,5.0,27.0
32091,5.0,8.0,12.0,13.0
32092,0.0,3.0,1.0,8.0
33001,16.0,6.0,8.0,39.0
33002,8.0,22.0,34.0,180.0
33003,0.0,1.0,3.0,19.0
33004,27.0,187.0,234.0,2124.0
33005,1.0,2.0,3.0,32.0
33006,1.0,5.0,8.0,22.0
33007,1.0,8.0,6.0,69.0
33008,3.0,8.0,9.0,50.0
33009,1.0,4.0,2.0,18.0
33010,5.0,2.0,11.0,25.0
33011,19.0,41.0,66.0,340.0
33012,3.0,17.0,27.0,253.0
33013,1.0,1.0,1.0,16.0
33014,16.0,89.0,64.0,281.0
33015,0.0,2.0,5.0,28.0
33016,10.0,33.0,47.0,437.0
33017,16.0,13.0,17.0,82.0
33018,13.0,24.0,15.0,70.0
33019,13.0,9.0,15.0,94.0
33020,6.0,35.0,45.0,268.0
33021,53.0,14.0,26.0,129.0
33022,3.0,1.0,0.0,7.0
33023,17.0,9.0,15.0,67.0
33024,69.0,703.0,817.0,7846.0
33025,45.0,32.0,30.0,207.0
33026,10.0,24.0,42.0,246.0
33027,2.0,2.0,0.0,25.0
33028,4.0,2.0,12.0,26.0
33029,2.0,0.0,1.0,6.0
33030,1.0,3.0,1.0,13.0
33031,3.0,136.0,107.0,796.0
33032,3.0,18.0,47.0,180.0
33033,3.0,21.0,46.0,261.0
33034,60.0,33.0,45.0,321.0
33035,14.0,166.0,102.0,762.0
33036,34.0,49.0,90.0,500.0
33037,6.0,99.0,96.0,716.0
33038,0.0,15.0,11.0,52.0
33039,0.0,5.0,6.0,36.0
33040,4.0,31.0,27.0,121.0
33041,38.0,29.0,37.0,289.0
33042,0.0,33.0,18.0,136.0
33043,2.0,0.0,5.0,18.0
33044,44.0,365.0,685.0,8697.0
33045,8.0,12.0,14.0,128.0
33046,3.0,2.0,3.0,11.0
33047,1.0,4.0,8.0,32.0
33048,1.0,0.0,1.0,7.0
33049,17.0,27.0,25.0,162.0
33050,0.0,0.0,0.0,12.0
33051,16.0,24.0,32.0,212.0
33052,1.0,2.0,1.0,22.0
33053,1.0,3.0,1.0,22.0
33054,9.0,1.0,1.0,18.0
33055,11.0,3.0,14.0,52.0
33056,17.0,39.0,47.0,208.0
33057,0.0,9.0,6.0,25.0
33058,0.0,1.0,3.0,27.0
33059,17.0,28.0,14.0,101.0
33060,3.0,35.0,36.0,253.0
33061,1.0,0.0,0.0,9.0
33062,2.0,0.0,1.0,16.0
33063,3.0,1.0,0.0,14.0
33064,2.0,1.0,0.0,7.0
33065,2.0,10.0,9.0,32.0
33066,19.0,243.0,221.0,1571.0
33067,3.0,2.0,5.0,14.0
33068,2.0,1.0,0.0,19.0
33069,8.0,8.0,14.0,71.0
33070,22.0,10.0,24.0,112.0
33071,2.0,4.0,1.0,15.0
33072,2.0,3.0,6.0,37.0
33073,34.0,49.0,30.0,200.0
33074,22.0,10.0,34.0,121.0
33075,2.0,0.0,2.0,5.0
33076,45.0,41.0,65.0,397.0
33077,6.0,0.0,3.0,18.0
33078,0.0,0.0,1.0,2.0
34001,1.0,0.0,0.0,0.0
34003,3.0,1.0,2.0,2.0
34004,10.0,23.0,44.0,210.0
34005,2.0,6.0,3.0,23.0
34006,3.0,0.0,0.0,1.0
34009,0.0,0.0,1.0,0.0
34010,4.0,4.0,6.0,15.0
34011,4.0,4.0,2.0,6.0
34012,1.0,1.0,1.0,3.0
34015,3.0,0.0,0.0,1.0
34017,7.0,5.0,4.0,24.0
34018,2.0,0.0,3.0,5.0
34019,2.0,1.0,0.0,2.0
34020,0.0,0.0,0.0,1.0
34022,4.0,5.0,14.0,29.0
34023,6.0,30.0,37.0,123.0
34024,1.0,1.0,0.0,0.0
34025,0.0,0.0,1.0,2.0
34027,0.0,3.0,7.0,28.0
34028,2.0,1.0,0.0,5.0
34029,2.0,1.0,7.0,19.0
34031,3.0,0.0,0.0,2.0
34032,0.0,0.0,0.0,0.0
34033,1.0,0.0,0.0,0.0
34034,2.0,0.0,0.0,2.0
34035,3.0,0.0,0.0,2.0
34036,0.0,1.0,0.0,4.0
34037,7.0,1.0,2.0,12.0
34038,4.0,0.0,0.0,3.0
34039,0.0,0.0,0.0,0.0
34041,0.0,0.0,1.0,2.0
34042,4.0,4.0,2.0,3.0
34045,2.0,0.0,0.0,0.0
34046,1.0,0.0,0.0,0.0
34047,5.0,7.0,19.0,80.0
34048,3.0,0.0,0.0,1.0
34049,2.0,1.0,3.0,5.0
34050,1.0,0.0,0.0,5.0
34051,1.0,1.0,0.0,3.0
34052,2.0,1.0,0.0,7.0
34053,5.0,1.0,0.0,2.0
34055,0.0,1.0,0.0,3.0
34056,8.0,8.0,16.0,76.0
34057,0.0,4.0,3.0,7.0
34058,0.0,0.0,0.0,8.0
34059,2.0,0.0,1.0,8.0
34060,0.0,0.0,2.0,0.0
34061,1.0,0.0,0.0,1.0
34062,0.0,0.0,0.0,5.0
34063,8.0,1.0,0.0,3.0
34066,1.0,0.0,0.0,0.0
34067,0.0,0.0,1.0,1.0
34068,1.0,0.0,0.0,1.0
34069,10.0,24.0,16.0,58.0
34070,5.0,0.0,1.0,2.0
34071,0.0,1.0,0.0,5.0
34072,2.0,1.0,0.0,5.0
34073,2.0,0.0,4.0,0.0
34074,4.0,2.0,13.0,18.0
34076,12.0,1.0,1.0,8.0
34077,2.0,9.0,1.0,7.0
34079,3.0,6.0,4.0,31.0
34080,13.0,23.0,27.0,183.0
34081,3.0,0.0,0.0,0.0
34082,0.0,0.0,0.0,0.0
34083,5.0,9.0,7.0,54.0
34084,0.0,1.0,0.0,4.0
34086,2.0,0.0,1.0,0.0
34087,0.0,1.0,0.0,2.0
34088,2.0,1.0,0.0,8.0
34089,0.0,0.0,0.0,2.0
34091,2.0,0.0,1.0,2.0
34092,1.0,2.0,1.0,5.0
34093,2.0,0.0,0.0,1.0
34094,0.0,0.0,0.0,1.0
34096,0.0,0.0,0.0,0.0
34098,2.0,2.0,3.0,23.0
34099,1.0,0.0,0.0,1.0
34100,0.0,0.0,1.0,4.0
34101,1.0,0.0,0.0,0.0
34102,3.0,1.0,1.0,2.0
34103,0.0,0.0,0.0,0.0
34104,6.0,1.0,1.0,6.0
34106,9.0,0.0,0.0,4.0
34107,0.0,0.0,0.0,0.0
34108,2.0,6.0,1.0,15.0
34109,0.0,0.0,0.0,1.0
34110,0.0,0.0,0.0,0.0
34112,1.0,0.0,0.0,2.0
34113,0.0,0.0,0.0,0.0
34114,1.0,0.0,2.0,2.0
34116,0.0,0.0,0.0,1.0
34120,40.0,181.0,270.0,2861.0
34121,7.0,0.0,1.0,2.0
34122,0.0,0.0,1.0,0.0
34123,5.0,10.0,10.0,34.0
34124,0.0,0.0,0.0,0.0
34125,1.0,1.0,0.0,1.0
34126,2.0,0.0,0.0,7.0
34127,3.0,0.0,0.0,3.0
34129,0.0,0.0,0.0,2.0
34130,2.0,2.0,0.0,6.0
34131,0.0,0.0,0.0,0.0
34132,2.0,0.0,1.0,1.0
34133,1.0,0.0,0.0,2.0
34134,0.0,0.0,0.0,2.0
34135,2.0,6.0,2.0,7.0
34136,1.0,0.0,0.0,1.0
34137,0.0,0.0,0.0,0.0
34139,2.0,0.0,1.0,2.0
34140,0.0,0.0,0.0,2.0
34141,3.0,1.0,0.0,13.0
34143,1.0,1.0,0.0,2.0
34146,0.0,1.0,1.0,1.0
34147,3.0,2.0,3.0,1.0
34149,0.0,0.0,1.0,0.0
34151,1.0,0.0,1.0,2.0
34152,1.0,0.0,1.0,1.0
34154,0.0,0.0,0.0,0.0
34155,1.0,1.0,0.0,0.0
34156,0.0,0.0,0.0,1.0
34157,13.0,12.0,16.0,121.0
34158,0.0,0.0,0.0,8.0
34159,8.0,2.0,4.0,9.0
34160,0.0,0.0,1.0,4.0
34161,0.0,0.0,0.0,0.0
34163,1.0,0.0,0.0,0.0
34165,0.0,0.0,0.0,0.0
34167,0.0,0.0,0.0,2.0
34168,0.0,0.0,0.0,1.0
34169,10.0,0.0,1.0,3.0
34170,0.0,0.0,0.0,2.0
34171,6.0,8.0,2.0,10.0
34174,0.0,0.0,2.0,3.0
34175,4.0,0.0,0.0,2.0
34176,0.0,0.0,0.0,2.0
34177,2.0,1.0,0.0,4.0
34178,1.0,0.0,1.0,0.0
34179,0.0,0.0,0.0,1.0
34180,3.0,0.0,0.0,2.0
34181,1.0,0.0,1.0,7.0
34182,5.0,8.0,8.0,26.0
34184,2.0,0.0,1.0,1.0
34185,0.0,0.0,1.0,1.0
34186,1.0,0.0,0.0,0.0
34189,0.0,0.0,0.0,2.0
34190,0.0,0.0,0.0,1.0
34192,0.0,0.0,0.0,0.0
34196,0.0,0.0,0.0,0.0
34199,2.0,2.0,6.0,21.0
34201,2.0,0.0,0.0,3.0
34202,1.0,0.0,0.0,0.0
34204,0.0,0.0,0.0,0.0
34205,0.0,0.0,0.0,0.0
34206,5.0,5.0,3.0,26.0
34208,1.0,0.0,0.0,0.0
34210,2.0,0.0,0.0,1.0
34211,2.0,2.0,1.0,2.0
34213,1.0,0.0,0.0,1.0
34214,1.0,1.0,2.0,3.0
34215,5.0,1.0,0.0,4.0
34216,0.0,0.0,0.0,1.0
34217,2.0,18.0,4.0,41.0
34218,15.0,1.0,3.0,6.0
34220,3.0,2.0,0.0,4.0
34221,0.0,3.0,0.0,2.0
34222,1.0,0.0,0.0,0.0
34223,10.0,0.0,4.0,3.0
34224,4.0,0.0,0.0,1.0
34225,3.0,29.0,24.0,127.0
34227,1.0,0.0,0.0,0.0
34228,2.0,0.0,1.0,0.0
34229,1.0,0.0,0.0,2.0
34230,1.0,0.0,0.0,1.0
34231,6.0,1.0,1.0,1.0
34232,5.0,7.0,1.0,14.0
34233,1.0,0.0,2.0,4.0
34234,0.0,0.0,0.0,3.0
34236,1.0,0.0,0.0,3.0
34237,4.0,2.0,2.0,13.0
34238,4.0,0.0,1.0,5.0
34240,3.0,0.0,1.0,1.0
34241,1.0,0.0,0.0,0.0
34242,1.0,4.0,0.0,5.0
34243,2.0,0.0,3.0,12.0
34245,1.0,1.0,0.0,4.0
34246,0.0,0.0,0.0,0.0
34901,9.0,10.0,8.0,41.0
34902,4.0,2.0,1.0,1.0
34903,1.0,1.0,0.0,3.0
34904,2.0,1.0,3.0,7.0
35001,16.0,6.0,5.0,85.0
35002,39.0,142.0,121.0,667.0
35003,7.0,7.0,16.0,268.0
35004,21.0,86.0,182.0,1804.0
35005,1.0,0.0,1.0,16.0
35006,55.0,60.0,65.0,538.0
35007,3.0,1.0,3.0,19.0
35008,6.0,5.0,21.0,99.0
35009,105.0,54.0,58.0,424.0
35010,3.0,0.0,8.0,98.0
35011,16.0,50.0,71.0,505.0
35012,39.0,20.0,42.0,1175.0
35013,18.0,12.0,32.0,126.0
35014,14.0,16.0,53.0,614.0
35015,22.0,10.0,35.0,554.0
35016,176.0,616.0,1034.0,12972.0
35017,18.0,57.0,174.0,998.0
35018,9.0,18.0,43.0,429.0
35019,66.0,55.0,104.0,2706.0
35020,121.0,13.0,9.0,103.0
35021,19.0,18.0,46.0,474.0
35022,66.0,86.0,144.0,1127.0
35023,58.0,26.0,40.0,242.0
35024,21.0,17.0,48.0,568.0
35025,4.0,4.0,6.0,36.0
35026,98.0,238.0,325.0,2096.0
35027,5.0,21.0,15.0,197.0
35028,20.0,13.0,41.0,1026.0
35029,10.0,10.0,19.0,89.0
35030,39.0,17.0,45.0,242.0
35031,17.0,16.0,27.0,180.0
35032,7.0,6.0,4.0,56.0
35033,19.0,10.0,17.0,149.0
35034,14.0,8.0,32.0,480.0
36001,14.0,13.0,10.0,48.0
36002,8.0,25.0,34.0,83.0
36003,36.0,14.0,50.0,325.0
36004,143.0,41.0,60.0,228.0
36005,7.0,64.0,60.0,296.0
36006,149.0,78.0,76.0,418.0
36007,4.0,9.0,12.0,27.0
36008,160.0,70.0,111.0,581.0
36009,6.0,27.0,20.0,126.0
36010,0.0,11.0,15.0,61.0
36013,1.0,3.0,10.0,25.0
36014,4.0,6.0,4.0,25.0
36015,3.0,24.0,30.0,93.0
36016,6.0,4.0,6.0,17.0
36017,33.0,118.0,114.0,549.0
36018,4.0,21.0,19.0,50.0
36019,0.0,3.0,3.0,16.0
36020,13.0,16.0,11.0,47.0
36021,9.0,71.0,103.0,273.0
36022,92.0,24.0,63.0,332.0
36023,137.0,26.0,35.0,310.0
36024,53.0,119.0,153.0,688.0
36025,0.0,5.0,10.0,34.0
36026,83.0,64.0,80.0,506.0
36027,6.0,42.0,69.0,120.0
36028,8.0,24.0,56.0,102.0
36029,97.0,70.0,75.0,376.0
36030,3.0,14.0,18.0,66.0
36031,0.0,0.0,1.0,30.0
36032,7.0,28.0,30.0,93.0
36033,7.0,151.0,83.0,524.0
36034,10.0,17.0,9.0,40.0
36035,17.0,47.0,107.0,498.0
36036,8.0,6.0,21.0,39.0
36037,3.0,9.0,6.0,29.0
36038,42.0,219.0,412.0,3319.0
36039,8.0,236.0,119.0,814.0
36040,7.0,9.0,29.0,33.0
36041,65.0,41.0,89.0,353.0
36042,14.0,87.0,139.0,593.0
36043,2.0,17.0,24.0,138.0
36044,7.0,12.0,19.0,94.0
36045,112.0,119.0,127.0,607.0
36046,11.0,59.0,33.0,132.0
36047,12.0,15.0,14.0,36.0
36048,22.0,35.0,32.0,85.0
36049,11.0,50.0,53.0,176.0
36050,10.0,61.0,71.0,154.0
36051,41.0,55.0,149.0,600.0
36052,50.0,51.0,65.0,252.0
36053,15.0,12.0,37.0,161.0
36054,53.0,41.0,79.0,251.0
36055,12.0,84.0,124.0,497.0
36056,3.0,28.0,45.0,81.0
36057,239.0,927.0,1166.0,11617.0
36058,28.0,27.0,41.0,141.0
36059,16.0,33.0,32.0,129.0
36060,36.0,115.0,140.0,1055.0
36061,58.0,45.0,57.0,201.0
36901,121.0,11.0,16.0,66.0
36902,,,,
37001,0.0,0.0,3.0,2.0
37002,2.0,0.0,3.0,5.0
37003,4.0,2.0,0.0,2.0
37004,1.0,1.0,0.0,1.0
37005,2.0,0.0,0.0,1.0
37006,1.0,0.0,2.0,1.0
37007,9.0,3.0,1.0,10.0
37008,15.0,16.0,32.0,133.0
37009,1.0,1.0,0.0,3.0
37010,2.0,9.0,9.0,39.0
37011,0.0,0.0,1.0,3.0
37012,0.0,0.0,2.0,3.0
37013,0.0,0.0,0.0,1.0
37014,3.0,1.0,7.0,16.0
37015,1.0,1.0,4.0,5.0
37016,0.0,2.0,2.0,9.0
37017,0.0,0.0,0.0,4.0
37018,0.0,0.0,0.0,1.0
37019,3.0,0.0,0.0,2.0
37020,3.0,0.0,3.0,11.0
37021,1.0,0.0,1.0,2.0
37022,0.0,1.0,2.0,3.0
37023,3.0,10.0,9.0,25.0
37024,0.0,2.0,1.0,2.0
37025,12.0,2.0,0.0,12.0
37026,8.0,0.0,1.0,3.0
37027,0.0,1.0,3.0,6.0
37028,2.0,0.0,0.0,6.0
37029,2.0,0.0,1.0,4.0
37030,0.0,0.0,0.0,1.0
37031,1.0,1.0,1.0,9.0
37032,7.0,6.0,2.0,13.0
37033,2.0,0.0,0.0,2.0
37034,0.0,0.0,0.0,1.0
37035,2.0,0.0,3.0,7.0
37036,0.0,0.0,0.0,1.0
37037,0.0,0.0,0.0,3.0
37038,4.0,6.0,12.0,26.0
37039,3.0,1.0,1.0,3.0
37040,2.0,0.0,4.0,4.0
37041,2.0,0.0,0.0,3.0
37042,0.0,0.0,0.0,1.0
37044,0.0,0.0,3.0,5.0
37045,0.0,0.0,0.0,1.0
37046,3.0,63.0,62.0,331.0
37047,3.0,1.0,1.0,3.0
37049,2.0,0.0,0.0,4.0
37050,2.0,0.0,0.0,1.0
37051,1.0,1.0,0.0,2.0
37052,2.0,0.0,3.0,5.0
37054,0.0,2.0,2.0,5.0
37055,2.0,0.0,1.0,3.0
37056,1.0,0.0,0.0,2.0
37057,4.0,1.0,0.0,2.0
37058,0.0,0.0,1.0,1.0
37059,6.0,0.0,0.0,3.0
37060,2.0,0.0,0.0,6.0
37061,2.0,0.0,0.0,3.0
37062,0.0,0.0,0.0,3.0
37063,0.0,2.0,0.0,3.0
37065,2.0,0.0,0.0,2.0
37067,4.0,10.0,13.0,71.0
37068,2.0,3.0,0.0,6.0
37069,4.0,9.0,4.0,25.0
37070,2.0,1.0,4.0,5.0
37071,0.0,0.0,0.0,1.0
37072,1.0,3.0,2.0,5.0
37073,1.0,4.0,5.0,12.0
37074,2.0,0.0,1.0,3.0
37077,5.0,1.0,2.0,5.0
37078,1.0,2.0,8.0,25.0
37079,0.0,0.0,0.0,2.0
37080,0.0,2.0,2.0,5.0
37081,9.0,2.0,4.0,13.0
37082,8.0,3.0,2.0,10.0
37083,2.0,3.0,2.0,2.0
37085,1.0,65.0,36.0,200.0
37086,7.0,0.0,0.0,1.0
37087,6.0,3.0,1.0,14.0
37088,4.0,1.0,0.0,5.0
37089,0.0,0.0,0.0,1.0
37090,0.0,0.0,0.0,2.0
37091,1.0,1.0,1.0,4.0
37092,1.0,13.0,11.0,36.0
37096,8.0,0.0,1.0,3.0
37097,3.0,1.0,0.0,2.0
37098,0.0,0.0,3.0,4.0
37099,0.0,0.0,0.0,1.0
37100,0.0,0.0,0.0,2.0
37101,1.0,0.0,1.0,2.0
37102,0.0,0.0,2.0,3.0
37103,5.0,6.0,2.0,9.0
37104,0.0,0.0,0.0,1.0
37106,6.0,3.0,0.0,7.0
37107,40.0,38.0,66.0,393.0
37108,0.0,1.0,0.0,2.0
37109,1.0,1.0,1.0,3.0
37110,2.0,0.0,0.0,5.0
37112,0.0,0.0,0.0,1.0
37113,7.0,1.0,1.0,2.0
37114,1.0,0.0,0.0,1.0
37115,0.0,0.0,1.0,3.0
37116,4.0,0.0,1.0,0.0
37117,0.0,9.0,2.0,19.0
37118,1.0,1.0,2.0,4.0
37119,1.0,0.0,0.0,3.0
37120,0.0,0.0,0.0,2.0
37121,4.0,1.0,4.0,12.0
37122,0.0,2.0,2.0,1.0
37123,0.0,0.0,2.0,1.0
37124,1.0,1.0,2.0,8.0
37125,0.0,1.0,2.0,4.0
37126,1.0,0.0,0.0,1.0
37127,8.0,0.0,1.0,6.0
37128,1.0,0.0,0.0,3.0
37129,5.0,1.0,1.0,4.0
37130,3.0,0.0,0.0,2.0
37131,2.0,5.0,0.0,5.0
37132,1.0,1.0,0.0,3.0
37133,0.0,0.0,2.0,2.0
37134,1.0,1.0,2.0,6.0
37135,8.0,6.0,7.0,41.0
37136,2.0,3.0,3.0,11.0
37137,6.0,0.0,0.0,4.0
37138,0.0,3.0,2.0,2.0
37139,1.0,6.0,2.0,1.0
37140,9.0,4.0,1.0,35.0
37141,2.0,1.0,0.0,3.0
37142,4.0,0.0,3.0,18.0
37143,3.0,0.0,5.0,4.0
37144,2.0,0.0,1.0,6.0
37145,5.0,3.0,2.0,6.0
37146,0.0,0.0,1.0,1.0
37147,0.0,3.0,2.0,3.0
37148,4.0,2.0,2.0,5.0
37149,17.0,0.0,0.0,2.0
37150,5.0,0.0,0.0,0.0
37151,0.0,1.0,2.0,2.0
37152,3.0,2.0,1.0,10.0
37154,0.0,1.0,0.0,2.0
37155,0.0,0.0,0.0,5.0
37156,11.0,170.0,24.0,190.0
37157,0.0,0.0,0.0,3.0
37158,0.0,0.0,0.0,3.0
37159,1.0,0.0,0.0,3.0
37160,3.0,2.0,5.0,6.0
37161,1.0,0.0,1.0,3.0
37162,6.0,0.0,4.0,7.0
37163,0.0,0.0,0.0,3.0
37164,2.0,6.0,1.0,15.0
37165,1.0,0.0,0.0,1.0
37166,1.0,2.0,4.0,3.0
37167,2.0,1.0,0.0,4.0
37168,4.0,2.0,2.0,7.0
37169,6.0,1.0,3.0,6.0
37170,13.0,7.0,16.0,43.0
37171,0.0,21.0,2.0,10.0
37172,0.0,2.0,11.0,17.0
37173,1.0,7.0,6.0,37.0
37174,9.0,4.0,7.0,18.0
37175,5.0,4.0,1.0,11.0
37176,0.0,0.0,4.0,2.0
37177,0.0,2.0,1.0,4.0
37178,2.0,0.0,0.0,2.0
37179,1.0,0.0,3.0,3.0
37180,0.0,0.0,0.0,2.0
37181,1.0,0.0,0.0,3.0
37182,4.0,1.0,0.0,5.0
37183,10.0,3.0,2.0,4.0
37184,2.0,1.0,5.0,6.0
37185,1.0,2.0,3.0,9.0
37186,4.0,0.0,0.0,1.0
37187,10.0,3.0,3.0,8.0
37188,0.0,1.0,3.0,3.0
37189,4.0,0.0,0.0,2.0
37190,0.0,0.0,0.0,5.0
37191,0.0,0.0,0.0,1.0
37192,0.0,1.0,1.0,11.0
37193,2.0,3.0,4.0,6.0
37194,1.0,2.0,2.0,5.0
37195,0.0,0.0,0.0,0.0
37196,0.0,0.0,0.0,2.0
37197,0.0,0.0,0.0,2.0
37198,1.0,0.0,1.0,5.0
37199,0.0,2.0,5.0,3.0
37200,0.0,2.0,2.0,2.0
37201,0.0,2.0,0.0,5.0
37202,1.0,3.0,4.0,9.0
37203,3.0,0.0,2.0,2.0
37204,2.0,2.0,1.0,1.0
37205,2.0,0.0,2.0,2.0
37206,0.0,0.0,0.0,3.0
37207,0.0,0.0,0.0,5.0
37208,0.0,0.0,0.0,2.0
37209,4.0,4.0,5.0,6.0
37211,8.0,1.0,1.0,2.0
37212,0.0,0.0,1.0,2.0
37213,0.0,2.0,0.0,1.0
37214,0.0,0.0,0.0,3.0
37215,4.0,0.0,1.0,3.0
37216,4.0,5.0,1.0,8.0
37217,0.0,0.0,0.0,2.0
37218,0.0,0.0,0.0,1.0
37219,2.0,0.0,0.0,2.0
37221,0.0,0.0,2.0,5.0
37222,0.0,0.0,0.0,3.0
37223,4.0,0.0,0.0,3.0
37224,0.0,0.0,0.0,2.0
37225,1.0,4.0,0.0,3.0
37226,1.0,0.0,1.0,2.0
37228,9.0,0.0,1.0,2.0
37229,0.0,4.0,1.0,3.0
37230,0.0,0.0,1.0,3.0
37231,0.0,0.0,1.0,6.0
