Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
20043,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20044,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20045,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20046,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20047,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20048,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20049,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20050,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20051,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20052,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20053,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20054,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20055,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20056,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20057,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20058,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20059,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20060,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20061,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20062,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20063,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20064,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20065,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20066,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20067,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20068,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20069,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20070,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20071,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20072,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20073,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20074,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20075,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20076,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20077,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20078,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20079,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20080,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20081,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20901,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20902,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20903,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20904,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20905,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20906,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20907,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
21001,39,613,13,1
21002,901,7544,436,4
21003,30,636,23,0
21004,532,1477,52,10
21005,5133,21275,1897,68
21006,714,2353,110,5
21007,1033,4581,298,39
21008,246,1635,55,5
21009,168,703,20,4
21010,4206,16245,1780,1141
21011,601,2176,108,8
21012,168,367,12,6
21013,2632,5463,358,6
21014,656,2295,96,10
21015,34,453,8,2
21016,161,728,25,5
21017,961,2786,105,15
21018,245,1204,48,6
21019,182,472,20,2
21020,55,336,11,1
21021,3135,13037,874,105
21022,71,191,9,2
21023,208,1539,38,5
21024,69,437,21,5
21025,543,2628,145,7
21026,41,351,8,1
21027,13,73,3,5
21028,123,375,9,3
21029,195,1229,40,4
21030,188,868,19,6
21031,235,1252,19,6
21032,272,914,33,3
21033,118,526,9,4
21034,132,977,33,5
21035,1368,6048,240,2
21036,24,128,8,1
21037,26,347,19,1
21038,103,1008,38,51
21039,56,302,7,1
21040,320,1757,52,53
21041,32897,67651,7393,60
21042,5957,18198,2133,124
21043,282,1242,67,22
21044,5991,20580,1373,149
21045,80,248,11,1
21046,177,876,39,2
21047,228,1130,51,5
21048,50,373,11,1
21049,480,2313,124,6
21050,1513,9440,571,16
21051,38,237,11,2
21052,687,3002,145,7
21053,333,2089,82,6
21054,1862,4194,368,13
21055,982,4123,233,12
21056,436,1606,58,2
21057,65,727,12,2
21058,191,1647,50,21
21059,39,129,8,2
21060,6000,16930,1805,10
21061,772,2620,87,5
21062,80,1017,38,3
21063,338,1630,67,4
21064,1107,3523,255,14
21065,62,362,12,2
21066,29,409,19,2
21067,52,383,12,3
21068,71,708,13,4
21069,176,1259,48,4
21070,1121,3668,187,53
21071,81,260,12,1
21072,1262,6247,290,29
21073,125,1558,55,4
21074,343,1415,61,6
21075,47,247,8,2
21076,122,1696,60,18
21077,156,1013,43,2
21078,216,2053,79,8
21079,112,574,23,5
21902,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
22001,99,220,6,2
22002,50,50,10,0
22003,47,141,3,0
22004,147,230,3,1
22006,1408,1715,81,5
22007,157,487,12,3
22008,110,125,3,0
22009,166,513,21,0
22011,4,82,3,0
22012,55,47,4,0
22013,48,135,8,1
22014,86,177,7,0
22015,172,255,11,1
22016,327,531,12,1
22017,386,646,24,2
22018,123,257,8,0
22019,22,100,3,1
22020,39,91,4,1
22021,166,1844,53,5
22022,160,410,14,0
22023,20,332,14,2
22024,29,340,29,1
22025,164,771,23,1
22027,205,243,8,2
22028,88,544,23,1
22029,50,60,2,1
22032,56,192,6,1
22035,252,354,15,2
22036,6,104,3,8
22037,85,154,5,1
22039,161,1036,41,7
22040,173,205,5,2
22041,55,93,5,1
22042,57,99,1,0
22043,76,105,2,0
22044,14,355,13,5
22045,92,143,5,0
22046,63,826,10,0
22047,15,103,4,1
22048,4211,8994,874,31
22049,113,52,4,0
22050,30,91,4,0
22051,82,117,13,1
22052,228,619,19,2
22053,498,866,43,11
22054,1405,3257,212,4
22055,94,229,7,1
22057,269,535,41,5
22058,75,214,18,3
22059,2338,3135,169,6
22060,289,698,30,0
22061,2319,4333,316,21
22062,94,149,10,1
22063,143,144,7,0
22064,13,173,7,3
22066,418,938,54,5
22067,45,61,4,1
22068,47,78,3,0
22069,539,687,48,9
22072,200,185,18,3
22074,319,664,21,1
22075,65,206,4,2
22076,221,332,10,6
22077,98,285,11,3
22078,1006,1194,38,2
22079,122,98,4,0
22080,14,325,6,3
22081,210,264,14,0
22082,137,199,5,2
22083,183,344,10,4
22084,302,824,27,3
22085,101,59,2,1
22086,577,643,7,2
22087,24,37,7,0
22088,8,189,4,3
22089,149,242,11,1
22090,69,112,3,0
22094,39,85,2,1
22095,49,73,1,1
22096,28,150,5,0
22099,188,375,15,1
22102,12,191,3,1
22103,192,524,16,12
22105,96,177,8,2
22106,1,114,1,1
22107,91,90,13,2
22109,184,321,20,8
22110,71,780,11,6
22111,121,136,8,0
22112,3456,7196,636,25
22113,14,596,34,7
22114,51,82,4,1
22115,81,668,87,1
22116,258,1059,55,2
22117,647,2973,162,16
22119,146,1156,42,15
22122,36,109,3,1
22124,330,168,6,1
22125,21105,27586,3381,69
22126,71,65,3,1
22127,63,261,6,2
22128,112,120,10,1
22129,316,275,31,1
22130,10872,15694,1170,93
22131,82,199,3,3
22133,91,131,6,1
22135,87,151,6,2
22136,34,743,17,2
22137,76,1053,18,5
22139,2,105,1,1
22141,99,140,6,0
22142,80,119,4,1
22143,155,364,18,2
22144,141,249,7,0
22149,497,315,15,3
22150,287,396,41,0
22151,94,96,5,1
22155,32,39,6,0
22156,181,160,14,1
22157,194,228,19,3
22158,4459,8464,679,16
22160,86,160,6,1
22162,10,110,4,2
22163,125,366,11,1
22164,8,68,1,0
22165,196,366,5,0
22167,106,270,11,1
22168,11,61,2,1
22170,1524,1830,64,2
22172,40,435,11,1
22173,239,475,25,4
22174,237,378,13,0
22175,40,494,3,7
22176,56,93,4,0
22177,249,119,10,4
22178,135,97,3,0
22181,42,47,1,1
22182,136,250,16,1
22184,63,116,5,0
22186,83,153,6,1
22187,160,414,15,4
22188,82,145,10,1
22189,20,268,15,5
22190,38,118,6,3
22193,54,183,5,1
22195,47,129,27,1
22197,378,292,10,1
22199,6357,7268,443,169
22200,299,413,46,3
22201,98,173,3,1
22202,16,170,4,1
22203,16,111,3,2
22204,1160,5529,127,7
22205,221,610,12,3
22206,141,143,5,1
22207,61,100,10,2
22208,104,176,6,7
22209,109,167,13,1
22212,51,51,3,0
22213,1979,2214,116,6
22214,10,150,7,1
22215,168,190,10,1
22217,16,562,7,2
22218,60,32,1,1
22220,82,138,5,0
22221,60,301,5,3
22222,420,402,8,4
22223,82,129,7,3
22225,594,1777,87,4
22226,113,735,43,9
22227,84,190,15,1
22228,49,271,8,1
22229,96,152,6,1
22230,159,337,36,3
22232,123,78,4,1
22233,9,69,6,4
22234,202,445,20,2
22235,49,79,6,1
22236,100,152,6,2
22239,53,38,5,0
22242,27,50,3,2
22243,24,11,4,0
22244,60,64,2,0
22245,154,246,5,2
22246,2,108,4,2
22247,30,23,7,0
22248,81,69,4,1
22249,68,240,5,2
22250,1003,2218,62,15
22251,20,349,10,1
22252,9,138,9,1
22253,36,69,2,1
22254,439,763,23,1
22901,437,783,50,3
22902,138,367,10,7
22903,195,446,9,1
22904,501,748,21,2
22905,424,265,20,0
22906,70,126,9,1
22907,793,1386,126,18
22908,126,171,7,1
22909,38,148,2,1
23001,165,841,12,2
23002,6282,11065,834,164
23003,2087,5522,345,44
23004,70,477,12,5
23005,7751,17017,1474,56
23006,1783,2813,162,27
23007,947,1933,82,5
23008,184,951,37,7
23009,3426,8409,686,123
23010,3360,7857,609,73
23011,284,1519,33,65
23012,735,3144,127,10
23014,308,1707,41,2
23015,201,911,23,6
23016,185,484,12,2
23017,244,1264,25,2
23018,424,1561,40,21
23019,285,977,18,6
23020,125,948,18,8
23021,58,341,16,2
23024,2392,7489,339,8
23025,403,1725,66,6
23026,545,3162,93,9
23027,128,399,12,11
23028,1883,5058,337,14
23029,323,977,29,2
23030,123,770,27,3
23031,115,459,12,7
23032,59,336,15,2
23033,209,893,33,4
23034,187,1901,86,7
23035,131,753,12,9
23037,163,468,8,1
23038,463,2166,51,16
23039,266,1256,54,22
23040,265,738,16,3
23041,136,343,7,5
23042,99,287,12,9
23043,144,390,24,6
23044,757,3120,115,15
23045,173,1253,44,1
23046,208,1360,39,36
23047,327,1097,51,5
23048,272,660,20,6
23049,233,1064,24,6
23050,38806,55469,5439,141
23051,835,1676,88,7
23052,321,865,23,8
23053,1096,5163,188,33
23054,77,276,8,3
23055,11894,27423,1914,16
23056,594,1950,74,7
23057,243,482,15,2
23058,2338,5754,239,11
23059,977,3348,143,5
23060,5508,12908,408,19
23061,1751,4220,174,1
23062,147,922,24,2
23063,485,2364,64,19
23064,289,1105,12,1
23065,373,1264,45,18
23066,636,2742,105,2
23067,536,1587,37,9
23069,1143,3304,173,21
23070,417,2716,64,1
23071,482,1236,46,1
23072,459,1700,54,11
23073,715,3762,116,5
23074,371,1618,43,3
23075,453,2464,62,9
23076,73,618,19,2
23077,156,511,12,4
23079,814,2376,103,20
23080,247,1409,35,5
23081,634,1337,71,39
23082,278,1467,36,8
23084,109,789,20,2
23085,191,1319,22,2
23086,3677,6896,260,1
23087,3665,6559,436,15
23088,1012,3673,132,37
23090,403,1382,23,3
23091,164,673,24,6
23092,8812,17190,1671,54
23093,351,1941,50,5
23094,359,2749,79,7
23095,1951,5904,258,11
23096,360,2101,71,6
23097,1117,4499,197,88
23098,225,585,24,3
23099,715,2791,76,73
23101,100,465,8,1
23901,149,915,28,1
23902,492,1908,40,8
23903,285,2041,384,19
23904,1434,2649,72,17
23905,335,1178,51,19
24001,217,276,7,3
24002,103,192,3,1
24003,356,614,12,0
24004,500,659,26,4
24005,304,370,22,1
24006,381,561,21,3
24007,750,599,19,2
24008,3113,6816,743,8
24009,254,300,13,1
24010,3544,6586,562,4
24011,193,196,8,3
24012,429,348,18,9
24014,3443,5125,444,10
24015,667,1887,129,4
24016,1415,494,20,2
24017,310,435,23,3
24018,166,155,6,1
24019,68,486,10,1
24020,516,707,33,10
24021,676,2201,112,10
24022,426,323,12,1
24023,471,429,37,2
24024,389,731,33,1
24025,268,443,16,1
24026,498,929,40,6
24027,458,736,22,2
24028,127,286,16,2
24029,291,674,54,13
24030,1406,2792,154,3
24031,252,256,11,0
24032,57,103,4,1
24033,120,183,9,2
24034,1017,2181,64,1
24036,54,867,24,2
24037,187,472,21,3
24038,1239,2044,61,4
24039,736,1629,131,20
24040,321,500,31,14
24041,520,506,16,2
24042,52,60,1,1
24043,1011,274,13,7
24044,19,307,5,1
24046,663,769,14,34
24047,1120,1164,33,8
24049,1454,1179,54,5
24050,100,107,6,1
24051,261,504,13,11
24052,219,234,10,2
24053,212,375,12,1
24054,143,306,7,2
24055,208,773,22,2
24056,1261,2409,177,7
24057,224,1703,57,5
24058,153,183,7,1
24059,837,736,16,4
24060,527,693,32,8
24061,547,1240,31,6
24062,80,164,5,3
24063,229,453,20,11
24064,729,970,34,6
24065,592,1742,47,6
24066,42,739,19,1
24067,1793,888,38,0
24068,518,693,37,7
24069,75,44,3,1
24070,570,3233,114,17
24071,443,1295,19,6
24073,185,354,8,1
24074,81,109,5,1
24076,452,1094,33,2
24077,259,265,10,1
24078,126,389,9,3
24079,636,1153,40,52
24080,108,248,9,8
24081,181,147,7,1
24082,292,729,44,2
24083,122,2692,30,2
24084,106,268,14,9
24086,299,312,14,3
24087,141,388,15,0
24088,355,766,20,1
24089,41077,72824,8308,49
24090,747,592,15,4
24091,614,630,28,1
24092,314,687,20,1
24093,324,509,21,4
24094,379,1249,75,4
24095,147,260,7,2
24096,136,169,3,1
24097,189,171,14,0
24098,553,1226,44,2
24099,145,293,11,1
24100,74,1041,40,9
24101,684,687,29,3
24102,93,1830,30,0
24103,938,332,15,0
24104,170,317,11,2
24105,550,993,35,5
24106,574,321,15,2
24107,255,282,17,1
24108,202,371,8,2
24109,728,949,36,66
24110,1063,1460,52,21
24112,443,597,22,1
24113,175,245,11,1
24114,1630,2779,100,4
24115,26955,37988,3641,177
24116,565,322,23,1
24117,204,371,9,1
24118,176,170,6,1
24119,424,445,12,1
24120,279,474,8,13
24121,1525,1411,39,1
24122,962,1043,53,1
24123,697,858,39,12
24124,177,286,11,2
24125,488,520,17,0
24127,90,233,6,1
24129,86,114,9,0
24130,283,477,102,0
24131,225,556,18,13
24132,628,875,81,7
24133,180,452,13,2
24134,1137,2239,148,3
24136,260,410,23,1
24137,753,1177,45,0
24139,1145,2192,197,4
24141,95,176,3,1
24142,7440,16147,775,13
24143,208,413,13,2
24144,246,673,20,1
24145,403,690,41,16
24146,158,249,6,3
24148,431,998,27,3
24149,98,113,8,2
24150,198,208,5,1
24151,263,577,31,5
24152,272,1230,40,7
24153,150,250,11,0
24154,327,779,20,2
24155,95,372,6,4
24156,140,364,16,4
24157,856,1846,141,0
24158,165,481,16,1
24159,575,1268,39,13
24160,382,843,24,2
24161,210,335,21,1
24162,441,1072,36,7
24163,266,2183,50,2
24164,373,419,31,4
24165,520,401,11,6
24166,365,1106,39,2
24167,520,759,50,22
24168,103,345,11,2
24169,869,3359,123,12
24170,1050,1549,58,7
24171,311,325,18,1
24172,1996,898,22,312
24173,363,782,21,1
24174,230,386,21,2
24175,832,1374,82,3
24176,93,178,11,2
24177,177,375,17,2
24178,38,73,2,1
24179,198,496,19,2
24180,346,933,27,2
24181,681,1330,43,2
24182,54,749,23,1
24183,1235,1190,57,3
24184,218,289,11,5
24185,68,651,16,2
24187,494,863,37,0
24188,2273,4119,294,1
24189,1522,3727,105,6
24190,178,155,7,1
24191,168,152,6,1
24193,221,555,26,1
24194,175,330,21,2
24196,1951,1856,108,10
24197,236,576,9,8
24198,413,624,19,1
24199,298,625,26,1
24201,147,1551,37,1
24202,2954,5309,374,8
24203,125,117,11,1
24205,336,773,46,4
24206,983,1296,56,8
24207,123,291,9,1
24209,1772,2508,166,1
24210,993,667,29,13
24211,182,270,7,1
24212,500,984,35,1
24213,77,186,6,5
24214,357,663,21,11
24215,129,162,8,4
24216,352,698,30,2
24217,157,159,5,2
24218,175,460,16,3
24219,245,393,13,4
24221,296,644,22,1
24222,4770,10129,252,5
24223,917,2116,176,3
24224,258,552,6,2
24225,473,935,36,5
24226,230,275,15,0
24227,714,1057,59,6
24228,278,617,29,1
24229,587,624,26,3
24230,281,375,13,3
24901,769,1007,65,3
24902,154,308,7,1
25001,101,83,4,0
25002,180,517,30,1
25003,1427,2433,156,8
25004,102,535,8,1
25005,255,224,16,1
25006,321,234,4,0
25007,509,774,20,2
25008,405,746,9,5
25009,560,451,6,0
25010,168,129,3,11
25011,2828,4034,197,29
25012,562,1828,34,7
25013,596,1456,79,2
25014,295,192,6,2
25015,144,244,3,1
25016,651,1556,28,2
25017,245,236,17,4
25019,1600,2718,151,17
25020,533,307,3,0
25021,990,1760,64,8
25022,57,123,2,2
25023,781,2504,71,91
25024,467,692,27,20
25025,5466,4426,327,188
25027,273,573,13,5
25029,1423,1122,21,2
25030,154,128,12,2
25031,29,56,2,0
25032,42,83,4,0
25033,107,568,12,5
25034,1206,1924,93,12
25035,99,217,6,0
25036,147,151,4,1
25037,236,322,10,1
25038,735,927,29,64
25039,452,317,24,1
25040,2904,7792,966,84
25041,127,345,7,0
25042,46,118,3,0
25043,1214,1944,140,6
25044,197,101,6,0
25045,61,57,1,0
25046,246,329,5,2
25047,211,599,14,3
25048,346,965,23,2
25049,73,98,1,0
25050,860,2684,93,9
25051,658,2377,99,9
25052,396,1193,22,24
25053,189,450,10,3
25055,63,135,4,0
25056,508,217,5,0
25057,200,246,6,1
25058,1124,2841,167,5
25059,288,606,62,9
25060,43,50,1,0
25061,112,73,4,0
25062,200,675,27,8
25063,44,51,1,1
25064,10,54,11,1
25067,474,501,11,1
25068,94,352,8,1
25069,158,341,5,0
25070,388,528,10,1
25071,62,72,4,0
25072,1989,4184,287,35
25073,374,556,7,0
25074,150,227,5,0
25075,1,60,10,0
25076,237,118,1,1
25077,157,380,8,1
25078,200,685,12,1
25079,150,258,10,1
25081,363,316,8,1
25082,278,376,54,1
25085,51,109,6,0
25086,605,1162,78,3
25087,56,43,4,0
25088,69,65,9,2
25089,82,69,6,0
25092,103,137,2,1
25093,140,306,18,1
25094,61,98,9,1
25096,239,518,9,0
25097,125,96,3,0
25098,325,205,10,1
25099,410,824,37,18
25100,79,246,5,0
25101,917,534,15,2
25102,311,477,12,3
25103,88,97,6,0
25104,64,103,4,0
25105,284,132,2,0
25109,269,402,8,0
25110,264,2619,114,177
25111,12,110,9,1
25112,55,156,3,2
25113,220,676,16,2
25114,47,53,1,2
25115,822,769,35,2
25118,380,255,3,1
25119,832,1614,46,19
25120,35912,63010,7597,329
25121,210,461,29,4
25122,565,1481,21,24
25123,211,131,13,1
25124,13,112,8,1
25125,754,292,3,6
25126,243,314,33,3
25127,178,257,12,2
25128,107,127,4,0
25129,7,60,0,0
25130,245,240,4,0
25131,314,254,7,0
25132,69,93,5,2
25133,216,510,10,40
25134,167,436,14,2
25135,282,562,16,0
25136,12,37,1,0
25137,3902,6376,639,101
25138,106,305,6,0
25139,172,630,26,6
25140,670,672,46,1
25141,91,166,13,0
25142,119,226,4,0
25143,119,70,6,0
25145,88,111,4,1
25146,24,162,22,0
25148,14,89,8,0
25149,539,910,74,3
25150,83,93,5,0
25151,80,394,29,0
25152,106,135,7,1
25153,183,140,3,0
25154,124,171,3,0
25155,337,599,27,4
25156,283,564,15,10
25157,51,237,5,1
25158,284,961,23,42
25161,356,427,17,0
25163,135,764,65,0
25164,242,275,8,1
25165,225,267,19,1
25166,34,88,19,0
25167,17,139,12,2
25168,182,273,6,11
25169,531,261,5,1
25170,87,256,4,3
25171,1093,2012,157,2
25172,433,1285,91,4
25173,902,1714,211,16
